"DISTINCTTERM","ABSTRACTNUMBER"
"widespread",189
"cerebrovascular",189
"300",189
"strain",189
"differed",189
"giant",189
"thoracoscopic",189
"alteration",189
"physiologic",188
"undifferentiated",188
"sign",188
"dehydrogenase",188
"makes",188
"1994",188
"cyst",188
"registered",188
"involves",188
"longitudinal",188
"amounts",188
"supportive",188
"diagnosing",187
"clinicopathologic",187
".1",187
"temporal",187
"diverse",187
"pneumonitis",187
"xenografts",187
"gain",187
"communication",187
"0.2",187
"mediastinoscopy",187
"pericardium",186
"constant",186
"ectopic",186
"ambulatory",186
"discusses",186
"disseminated",186
"fatty",186
"minimally",186
"myocarditis",186
"laser",186
"fatigue",185
"cessation",185
"prepared",185
"cytologic",185
"subjected",185
"thirty",185
"electrical",185
"hospitalized",185
"electrocardiography",184
"saline",184
"reversible",184
"acids",184
"prevalent",184
"existence",184
"viability",184
"emboli",183
"computerized",183
"constructed",183
"broad",183
"diminished",183
"stratified",183
"recommend",183
"bacterial",183
"meta-analysis",183
"contraction",183
"vinorelbine",183
"diagnose",183
"resting",183
"elucidate",183
"cytological",183
"0.3",182
"moderately",182
"discharged",182
"adriamycin",182
"carefully",182
"deep",182
"restricted",182
"parameter",182
"address",182
"epidemiology",182
"cytokines",182
"embolic",182
"occlusion",182
"transcriptional",181
"gas",181
"hematologic",181
"lymphatic",181
"synthetic",181
"international",181
"infarct",181
"validity",180
"troponin",180
"contributed",180
"preparation",180
"early-stage",180
"varying",180
"killer",180
"cultures",180
"exon",180
"enlargement",180
"allowing",180
"alcohol",179
"slow",179
"parenchyma",179
"collagen",179
"actual",179
"1991",179
"second-line",179
"contributes",179
"services",179
"cytokine",179
"carbon",179
"echo",179
"chamber",178
"xenograft",178
".3",178
"1.9",178
"observational",178
"0.8",178
"regular",177
"quantification",177
"adjusting",177
"five-year",177
"correctly",177
"post",177
"predominant",176
"lacking",176
"vomiting",176
"recurrences",176
".2",176
"98",176
"1.6",176
"pacemaker",176
"represented",176
"allele",176
"exists",176
"nerve",176
"0.4",176
"considerably",176
"anticoagulant",175
"lymphocyte",175
"shortening",175
"oncology",175
"pressures",175
"degradation",175
"regulate",175
"1986",175
"radiographs",175
"intact",174
"western",174
"actuarial",174
"challenges",174
"1987",174
"stained",174
"anatomical",174
"utilized",174
"recipients",174
"0.7",173
"thorax",173
"experiences",173
"fast",173
"clearance",173
"transition",173
"monitor",173
"proliferative",173
"3.0",173
"start",173
"satisfactory",173
"performing",172
".05",172
"recruited",172
"supports",172
"produces",172
"closure",172
"amyloidosis",172
"distal",172
"slight",172
"lost",172
"inverse",172
"birth",172
"cytoplasmic",172
"enlarged",171
"update",171
"pilot",171
"pathologically",171
"referral",170
"overload",170
"accounted",170
"mammary",170
"display",170
"creatinine",170
"lactate",170
"decisions",170
"injections",170
"downstream",170
"neoplasia",170
"oxide",169
"habits",169
"e.g.",169
"smooth",169
"possibilities",169
"pericarditis",169
"end-diastolic",169
"modest",169
"2.2",169
"autonomic",169
"real",169
"3-year",169
"plan",168
"met",168
"platinum",168
"cranial",168
"visual",168
"dosage",168
"psychological",168
"experiment",167
"reliability",167
"emerged",167
"neurologic",167
"complementary",167
"vincristine",167
"thromboembolism",167
"qualitative",167
"volunteers",167
"lateral",167
"indicators",167
"involve",167
"immunity",167
"promotes",167
"2.1",167
"picture",166
"1.1",166
"arms",166
"activating",166
"artificial",166
"exact",166
"interestingly",166
"1000",166
"select",166
"fields",166
"dimensions",166
"hypotension",165
"sets",165
"permanent",165
"principal",165
"screened",164
"placement",164
"depletion",164
".01",164
"dominant",164
"bronchoscopic",164
"peptides",164
"depressed",164
"vary",164
"smoked",164
"1980",164
"largest",164
"nursing",163
"unchanged",163
"4.5",163
"act",163
"base",163
"contractile",163
"randomised",163
"remodeling",163
".0",163
"promise",163
"sixteen",163
"neoadjuvant",163
"changing",163
"red",163
"shift",163
"1985",162
"distress",162
"respond",162
"availability",162
"multidisciplinary",162
"consensus",162
"service",162
"interpreted",162
"99",162
"critically",162
"extracorporeal",162
"definite",162
"managed",162
"approved",162
"subcutaneously",161
"surveillance",161
"inhalation",161
"methylation",161
"respective",161
"carotid",161
"discussion",161
"concern",161
"syncope",161
"neuropathy",161
"prove",160
"deviation",160
"trauma",160
"proximal",160
"implementation",160
"perspective",160
"pacing",160
"shape",160
"cohorts",160
"beam",160
"guided",160
"retention",160
"fine",160
"proper",159
"differentiate",159
"ligand",159
"supporting",159
"paraneoplastic",159
"spinal",159
"balance",159
"bronchopulmonary",159
"called",159
"1.7",159
"coefficient",159
"mapping",159
"sera",159
"immunohistochemically",159
"maintain",159
"balloon",159
"glutathione",159
"treatment-related",158
"de",158
"overexpressed",158
"2.7",158
"tendency",158
"software",158
"amino",158
"revascularization",158
"shadow",158
"osteosarcoma",157
"cancer-related",157
"drainage",157
"viral",157
"cardiomyocytes",157
"breathing",157
"1988",157
"error",157
"responders",157
"cytoplasm",157
"sclerosis",157
"probe",157
"biologic",157
"histopathologic",157
"importantly",157
"pancreatic",157
"influences",157
"noncardiac",156
"quantified",156
"phases",156
"2.4",156
"partly",156
"cardiological",156
"parental",156
"insights",156
"end-stage",156
"ultrastructural",156
"donor",156
"equally",156
"category",155
"lavage",155
"media",155
"concepts",155
"classes",155
"rheumatic",155
"created",155
"situations",155
"atrioventricular",155
"transfection",155
"organic",155
"network",155
"derivative",154
"abstracts",154
"autologous",154
"physiology",154
"1989",154
"weak",154
"overcome",154
"excessive",154
"cardiogenic",154
"synchronous",154
"fifteen",154
"addressed",154
"frequencies",153
"predicts",153
"promoting",153
"typically",153
"aging",153
"dramatically",153
"fragment",153
"blocked",153
"anxiety",153
"appendage",153
"counts",153
"pharmacologic",152
"compliance",152
"receiver",152
"derivatives",152
"dose-limiting",152
"usual",152
"segments",152
"comorbidities",152
"synergistic",152
"embolization",151
"steps",151
"dilatation",151
"participation",151
"esophagus",151
"recording",151
"coagulation",151
"insulin",150
"continues",150
"reach",150
"interesting",150
"ovarian",150
"mimicking",150
"grafting",150
"2.8",150
"guidance",150
"viable",150
"aberrant",150
"0.6",149
"promotion",149
"regulates",149
"3.3",149
"surviving",149
"ultimately",149
"attenuated",149
"transfusion",149
"obvious",148
"thirteen",148
"newer",148
"peritoneal",148
"sepsis",148
"colony",148
"meeting",148
"incomplete",148
"portion",148
"prosthetic",148
".6",148
"surgeons",148
"dramatic",148
"2.3",148
"forced",148
"thickening",148
"antagonists",148
"examples",147
"corrected",147
"offered",147
"submitted",147
"microarray",147
"timing",147
"spite",147
"indirect",147
"fourteen",147
"interferon",147
"relapsed",147
"suggestive",147
"separately",147
"influencing",146
"registry",146
"margin",146
"hypoxia",146
"antioxidant",146
"cardiotoxic",146
"uncertain",146
"insight",146
"limiting",146
"cardiopathy",146
"clones",146
"tumor-bearing",145
"capillary",145
"hyperplasia",145
"powerful",145
"gradient",145
"link",145
"statistics",145
"in-hospital",145
"pump",145
"regulating",145
"chromosomal",145
"mammalian",145
"prescribed",145
"calcification",145
"accelerated",145
"asthma",145
"transduction",145
"principles",145
"electrocardiograms",145
"fibrous",145
"dose-response",145
"1984",145
"suppress",145
"thromboembolic",145
"diseased",144
"angiographic",144
"conclusions",144
"digital",144
"-2",144
"reporting",144
"articles",144
"generate",144
"placebo",144
"visualization",144
"inversely",144
"e.g",144
"purified",144
"single-agent",144
"stability",144
"progressed",144
"diarrhea",144
"reactivity",144
"awareness",143
"representative",143
"bronchoalveolar",143
"exclusively",143
"encoding",143
"sympathetic",143
"nonspecific",143
"processing",143
"ng/ml",143
"7.5",143
"deterioration",143
"utilization",143
"echocardiograms",143
"tertiary",143
"regarded",142
"blotting",142
"cysts",142
"endocrine",142
"inadequate",142
"readily",142
"channel",142
"activator",142
"fibers",142
"creatine",142
"fusion",142
"expressions",142
"adenomas",141
"cutaneous",141
"bias",141
"demonstration",141
"nucleotide",141
"complexes",141
"post-operative",141
"determinant",141
"locus",141
"segmental",141
"comorbidity",141
"occult",141
"methodology",141
"validate",141
"nurses",141
"schedules",141
"soluble",141
"fibroblasts",141
"modifications",141
"reasonable",141
"3.7",140
"spleen",140
"visualized",140
"intrapulmonary",140
"investigators",140
"antagonist",140
"cigarettes",140
"hemodynamics",140
"oncogene",140
"distributed",140
"functioning",140
"pollution",140
"carcinoembryonic",139
"visible",139
"cord",139
"cardiologist",139
"modulate",139
"genotypes",139
"exclusion",139
"confirmation",139
"prolongation",139
"relaxation",139
"unexpected",139
"5-fluorouracil",139
"repeat",139
"3.2",139
"encouraging",139
"2.9",139
"stereotactic",139
"deposition",138
"pharmacokinetics",138
"extract",138
"continuously",138
"section",138
"excluding",138
"detail",138
"blocking",138
"description",138
"attenuation",138
"distance",138
"transport",138
"room",138
"5.5",138
"member",138
"2.6",138
"insufficient",137
"affinity",137
"causal",137
"automated",137
"apex",137
"attack",137
"studying",137
"anaplastic",137
"medications",137
"exploration",137
"somatic",137
"myelosuppression",136
"adenoma",136
"pre",136
"unrelated",136
"3.6",136
"1982",136
"lesser",136
"recovered",136
"believed",136
"errors",136
"mesenchymal",136
"suspicion",136
"chosen",135
"concerns",135
"shunt",135
"log-rank",135
"requirements",135
"declined",135
"amplitude",135
"unstable",135
"4.1",135
"pancreas",135
"fourth",135
"negatively",135
"patent",135
"hepatocellular",135
"chance",135
"quantify",134
"carrying",134
"representing",134
"hemoptysis",134
"nuclei",134
"served",134
"million",133
"protect",133
"cardioprotective",133
"mobile",133
"immunological",133
"eighteen",133
"neonatal",133
"0.006",133
"endocardial",133
"prophylaxis",133
"expiratory",133
"infective",132
"teaching",132
"separated",132
"focusing",132
"entry",132
"screen",132
"0.007",132
"bronchi",132
"immunostaining",132
"antineoplastic",132
"seventeen",132
"bolus",132
"exogenous",132
"depend",131
"investigating",131
"ago",131
"palliation",131
"donors",131
"methotrexate",131
"ventricles",131
"industry",131
"fifty",131
"conversely",131
"spontaneously",131
"intrinsic",131
"4.3",131
".7",131
"putative",131
"estimating",131
"preserved",130
"pregnant",130
"die",130
"embryonic",130
"differentiating",130
"back",130
"resolved",130
"positivity",130
"substrate",130
"1981",130
"surgeon",130
"cardiomyopathies",130
"apropos",130
"opportunity",130
"occasionally",130
"hour",130
"3.4",130
"macrophage",130
"blockade",130
"gated",129
"3.8",129
"ways",129
"matter",129
"eventually",129
"anti-tumor",129
"attempted",129
"nonsmokers",129
"array",129
"syngeneic",129
"cytochrome",129
"today",129
"minimize",129
"difficulty",128
"consists",128
"reversed",128
"return",128
"muscular",128
"3.1",128
"additive",128
"passive",128
"selectively",128
"remarkable",128
"4.2",128
"confounding",128
"visceral",128
"antibiotics",128
"102",128
"immunoreactivity",128
"plans",127
"drawn",127
"implantable",127
"sizes",127
"aware",127
"anthracycline",127
"contributing",127
"purposes",127
"enable",127
"reserve",127
"theory",127
"actions",127
"down-regulation",127
"began",127
"12.5",126
"potassium",126
"metastasizing",126
"transgenic",126
"non-smokers",126
"contact",126
"locations",126
"susceptible",126
"perceived",126
"released",126
"pooled",126
"prolong",126
"policy",126
"airways",126
"urgent",126
